RENTAL_ZONE_HAL_ID,RENTAL_ZONE_HAL_SRC,NAME,CODE,TYPE,CITY,COUNTRY,LATITUDE,LONGITUDE,POI_AIRPORT_X,POI_LONG_DISTANCE_TRAINS_X,POI_SUBURBAN_TRAINS_X,POI_UNDERGROUND_X,ACTIVE_X,COMPANY,COMPANY_GROUP
201328,Standort,Süderfeldstraße/Universitätsklinikum Eppendorf,2374,normal,Hamburg,Deutschland,9.973000000000000,53.594000000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
201329,Standort,Osakaallee/Übersee Quartier,2674,normal,Hamburg,Deutschland,9.999731000000000,53.541583000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
203890,Standort,Saarlandstraße/Wiesendamm,2365,normal,Hamburg,Deutschland,10.032680000000000,53.588735000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
203892,Standort,Südring/Stadthallenbrücke,2366,normal,Hamburg,Deutschland,10.030327000000000,53.591446000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
204029,Standort,Dehnhaide/Barmbeker Markt,2335,normal,Hamburg,Deutschland,10.041461000000000,53.579981000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
204030,Standort,Wandsbeker Chaussee/Ritterstraße,2411,normal,Hamburg,Deutschland,10.044484000000000,53.567126000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
204031,Standort,Hasselbrookstraße/Papenstraße,2412,normal,Hamburg,Deutschland,10.054679000000000,53.564805000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
204032,Standort,Wandsbeker Marktstraße/Wandsbeker Marktplatz,2432,normal,Hamburg,Deutschland,10.068955000000000,53.572433000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
204778,Standort,Uni-Kassel / Heinrich-Plett-Straße,507,normal,Kassel,Deutschland,9.446111000000000,51.280278000000000,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204779,Standort,Leuschnerstraße / DEZ-Frankfurter Straße,505,normal,Kassel,Deutschland,9.472777777777777,51.289722222222220,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204780,Standort,Dennhäuser Str. / Frankfurter Straße,504,normal,Kassel,Deutschland,9.468852000000000,51.284697000000000,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204781,Standort,Auestadion,503,normal,Kassel,Deutschland,9.481111111111112,51.298611111111110,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204782,Standort,Schwimmbad Auedamm,501,normal,Kassel,Deutschland,9.499444444444444,51.300277777777780,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204783,Standort,Druseltalstraße. Wendeschleife,508,normal,Kassel,Deutschland,9.413333333333334,51.300833333333340,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204784,Standort,Leipziger Platz,401,normal,Kassel,Deutschland,9.530833333333334,51.302777777777780,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204785,Standort,Uni-Kassel / Menzelstr.,502,normal,Kassel,Deutschland,9.486944444444445,51.303611111111110,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204786,Standort,Marbachshöhe / Marie-Calm-Straße,506,normal,Kassel,Deutschland,9.443888888888889,51.304722222222220,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204788,Standort,Georg-Stock-Platz / Kohlenstraße,210,normal,Kassel,Deutschland,9.468055555555555,51.309166666666670,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204789,Standort,Volkshochschule-VHS / Wilhelmshöher Allee,108,normal,Kassel,Deutschland,9.485277777777778,51.311111111111110,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204790,Standort,Rotes Kreuz / Hansteinstraße,211,normal,Kassel,Deutschland,9.454722222222223,51.311666666666670,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204791,Standort,Uni-Kassel / Murhardstraße-Wilhelmshöher Allee,206,normal,Kassel,Deutschland,9.474444444444444,51.311666666666670,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204792,Standort,Haltestelle Kirchweg/Wilhelmshöher Allee,209,normal,Kassel,Deutschland,9.465000000000000,51.311944444444440,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204793,Standort,Staatstheater/Unterer Friedrichsplatz,105,normal,Kassel,Deutschland,9.498333333333333,51.311944444444440,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204794,Standort,Rathaus / Wilhelmsstr.,106,normal,Kassel,Deutschland,9.493055555555555,51.312222222222220,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204795,Standort,Königstor / Städtische Werke,109,normal,Kassel,Deutschland,9.488333333333333,51.312500000000000,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204796,Standort,ICE Bahnhof / Willy-Brandt-Platz,212,normal,Kassel,Deutschland,9.445833333333333,51.312777777777780,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204797,Standort,Unterneustadt,403,normal,Kassel,Deutschland,9.508611111111112,51.313055555555560,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204798,Standort,Salzmannshausen / SMA,402,normal,Kassel,Deutschland,9.536388888888888,51.313055555555560,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204799,Standort,Friedrichsplatz,104,normal,Kassel,Deutschland,9.494444444444444,51.313333333333330,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204800,Standort,Wilhelmsstr. / Ständepl.,107,normal,Kassel,Deutschland,9.490277777777777,51.313888888888890,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204801,Standort,Goethestr. / Querallee,205,normal,Kassel,Deutschland,9.472222222222221,51.314166666666670,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204802,Standort,Diakonie-Kliniken / Goethestraße,208,normal,Kassel,Deutschland,9.463055555555556,51.314444444444450,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204803,Standort,Karthäuser Str. / FES,201,normal,Kassel,Deutschland,9.485277777777778,51.314444444444450,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204804,Standort,Markthalle / Graben,103,normal,Kassel,Deutschland,9.501666666666667,51.315000000000000,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204805,Standort,Wilhelmsh. / Bergpark,213,normal,Kassel,Deutschland,9.423333333333334,51.315277777777780,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204806,Standort,Annastraße / Friedrich-Ebert-Str.,202,normal,Kassel,Deutschland,9.477499999999999,51.315277777777780,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204807,Standort,Königsplatz Ost,102,normal,Kassel,Deutschland,9.498333333333333,51.315277777777780,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204808,Standort,Stadthalle / FES,207,normal,Kassel,Deutschland,9.460000000000001,51.315555555555560,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204809,Standort,Königsplatz  West,101,normal,Kassel,Deutschland,9.496666666666666,51.315555555555560,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204810,Standort,Friedenskirche / FES,204,normal,Kassel,Deutschland,9.468055555555555,51.315833333333330,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204811,Standort,Freibad Wilhelmshöhe / Baunsbergstraße,214,normal,Kassel,Deutschland,9.426111111111112,51.307500000000000,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204812,Standort,Hauptbahnhof / Rainer-Dierichs-Platz,110,normal,Kassel,Deutschland,9.490833333333333,51.317500000000000,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204813,Standort,Schenkendorfstr. / DJH,203,normal,Kassel,Deutschland,9.474722222222223,51.318888888888890,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204814,Standort,Uni-Kassel / HoPla-Henschelstraße,307,normal,Kassel,Deutschland,9.502500000000000,51.321111111111110,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204815,Standort,Uni-Kassel / Diagonale,306,normal,Kassel,Deutschland,9.503611111111111,51.321388888888890,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204816,Standort,Weserspitze / Weserstraße,303,normal,Kassel,Deutschland,9.512777777777778,51.322777777777780,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204817,Standort,Kirchditmold,311,normal,Kassel,Deutschland,9.451388888888889,51.324444444444450,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204818,Standort,Engelhardstraße / Wolfhager Straße,309,normal,Kassel,Deutschland,9.474444444444444,51.325277777777780,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204819,Standort,Mombachstraße,305,normal,Kassel,Deutschland,9.500000000000000,51.326666666666670,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204820,Standort,Klinikum Kassel / Mönchebergstraße,304,normal,Kassel,Deutschland,9.509166666666667,51.327222222222230,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204821,Standort,Wolfsgraben / Fuldatalstraße,301,normal,Kassel,Deutschland,9.529722222222222,51.328055555555560,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204822,Standort,Karlshafener Straße ,312,normal,Kassel,Deutschland,9.438333333333333,51.336388888888890,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204823,Standort,Waldecker Str. / Jungfernkopf,310,normal,Kassel,Deutschland,9.463333333333333,51.339166666666660,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204824,Standort,Ihringshäuser Str. / KVG,302,normal,Kassel,Deutschland,9.516944444444444,51.339166666666660,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204825,Standort,Holländische Str. / KVG,308,normal,Kassel,Deutschland,9.480277777777777,51.340000000000000,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
204826,Standort,Schwimmbad Harlesh.,313,normal,Kassel,Deutschland,9.429166666666667,51.340277777777780,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
206460,Standort,7690 Seeblickweg,7690,normal,Stuttgart,Deutschland,9.217360000000000,48.833000000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
207304,Standort,Schloßstrasse/Schloßgarten,2431,normal,Hamburg,Deutschland,10.068644000000000,53.571664000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
207619,Standort,Uferstraße/Wagnerstraße,2331,normal,Hamburg,Deutschland,10.039741000000000,53.571078000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
207909,Standort,Alt Waldau / Nürnberger Straße,404,normal,Kassel,Deutschland,9.515127000000000,51.289950000000000,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
208292,Standort,Winterhuder Weg/ Zimmerstraße,2326,normal,Hamburg,Deutschland,10.020450000000000,53.575308000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
208295,Standort,Krausestraße/Eilbektal,2341,normal,Hamburg,Deutschland,10.058237000000000,53.576238000000000,Nein,Nein,Ja,Nein,Ja,StadtRAD Hamburg,Call a Bike
208307,Standort,Schleidenstraße/Osterbekstraße,2336,normal,Hamburg,Deutschland,10.033690000000000,53.584582000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
208316,Standort,Rhönplatz / Eugen-Richter-Straße,509,normal,Kassel,Deutschland,9.452566000000000,51.295367000000000,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
208318,Standort,Brandgasse / Altenbaunaer Straße,510,normal,Kassel,Deutschland,9.448309000000000,51.274521000000000,Nein,Nein,Nein,Nein,Ja,Konrad,Call a Bike
208767,Standort,7210 Stresemannstraße,7210,normal,Stuttgart,Deutschland,9.174107000000000,48.799302000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
208768,Standort,7250 Pragsattel,7250,normal,Stuttgart,Deutschland,9.182408000000000,48.810089000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
208769,Standort,7730 Zuffenhausen,7730,normal,Stuttgart,Deutschland,9.174480000000000,48.831250000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
208770,Standort,7810 Vaihingen,7810,normal,Stuttgart,Deutschland,9.111687500000000,48.729700000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
208771,Standort,7820 Möhringen,7820,normal,Stuttgart,Deutschland,9.146260000000000,48.730300000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
208772,Standort,7830 Degerloch,7830,normal,Stuttgart,Deutschland,9.168750000000000,48.748700000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
208773,Standort,7835 Degerloch,7835,normal,Stuttgart,Deutschland,9.189090000000000,48.755400000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
208774,Standort,7840 Sillenbuch,7840,normal,Stuttgart,Deutschland,9.218260000000000,48.741700000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
208775,Standort,7850 Hedelfingen,7850,normal,Stuttgart,Deutschland,9.254230000000000,48.759800000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
211706,Standort,Alsenstraße/Düppelstraße,2134,normal,Hamburg,Deutschland,9.948345000000000,53.563037000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
211709,Standort,Bahrenfelder Straße/Völckersstraße,2126,normal,Hamburg,Deutschland,9.927945000000000,53.556897000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
211710,Standort,Eulenstraße/Große Brunnenstraße,2124,normal,Hamburg,Deutschland,9.925653000000000,53.550816000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
211711,Standort,Fischersallee/Bleickenallee,2125,normal,Hamburg,Deutschland,9.922260000000000,53.550966000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
211920,Standort,Billstraße/Billhorner Deich,2681,normal,Hamburg,Deutschland,10.042870000000000,53.540103000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
211921,Standort,Holsteinischer Kamp/ Wagnerstraße,2332,normal,Hamburg,Deutschland,10.036608000000000,53.574518000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
211922,Standort,Weidestraße/Biedermannplatz,2334,normal,Hamburg,Deutschland,10.033846000000000,53.580003800000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
211923,Standort,Bartholomäusstraße/Beim Alten Schützenhof,2333,normal,Hamburg,Deutschland,10.029570000000000,53.575652000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
212078,Standort,Bei der Hammer Kirche/Hammerpark,2562,normal,Hamburg,Deutschland,10.055075000000000,53.556699000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
212079,Standort,Eiffestrasse/Normannenweg,2551,normal,Hamburg,Deutschland,10.030364000000000,53.552123000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
212607,Standort,Wiesendamm/Roggenkamp,2351,normal,Hamburg,Deutschland,10.042993000000000,53.586958000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
213235,Standort,St.Petersburger Straße/Bei den Kirchhöfen,2512,normal,Hamburg,Deutschland,9.981839000000000,53.559762000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
213277,Standort,Großneumarkt/Thielbek,2623,normal,Hamburg,Deutschland,9.980459000000000,53.550977000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
213679,Standort,U-Bahn Schlump,2221,normal,Hamburg,Deutschland,9.969601000000000,53.567991000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
213680,Standort,Löwenstraße/Eppendorfer Weg,2244,normal,Hamburg,Deutschland,9.977916000000000,53.583795000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
213687,Standort,Überseering/Mexikoring,2382,normal,Hamburg,Deutschland,10.024745000000000,53.601619000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
213688,Standort,Planetarium/Hindenburgstraße,2381,normal,Hamburg,Deutschland,10.013650000000000,53.595950000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
213792,Standort,Koppelstraße/Lokstedter Grenzstraße,2251,normal,Hamburg,Deutschland,9.943525000000000,53.593587000000000,Nein,Nein,Nein,Ja,Ja,StadtRAD Hamburg,Call a Bike
213825,Standort,Emilienstraße/Fruchtallee,2224,normal,Hamburg,Deutschland,9.953138000000000,53.571690000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
213832,Standort,Domstraße/Willy-Brandt-Straße,2633,normal,Hamburg,Deutschland,9.994057000000000,53.547486000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
213833,Standort,Lortzingstraße/Friedrichsberger Straße,2337,normal,Hamburg,Deutschland,10.049568000000000,53.573588000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
213855,Standort,Bebelallee/Meenkwiese,2383,normal,Hamburg,Deutschland,9.994017000000000,53.599203000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
213856,Standort,Neumühlen/Övelgönne,2151,normal,Hamburg,Deutschland,9.914731000000000,53.544302000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
214170,Standort,U-Bahn Baumwall,2631,normal,Hamburg,Deutschland,9.980896000000000,53.544279000000000,Nein,Nein,Nein,Ja,Ja,StadtRAD Hamburg,Call a Bike
214365,Standort,Jürgen-Ponto-Platz / Neckarstraße (DB-Tower),6032900010,normal,Frankfurt am Main,Deutschland,8.669688000000000,50.109503000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214369,Standort,Kaiserplatz / Kaiserstraße,6031100011,normal,Frankfurt am Main,Deutschland,8.674961000000000,50.110420000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214370,Standort,Roßmarkt / Am Salzhaus,6031100012,normal,Frankfurt am Main,Deutschland,8.676968000000000,50.111997000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214371,Standort,Große Gallusstraße / Kirchnerstraße,6031100013,normal,Frankfurt am Main,Deutschland,8.674964000000000,50.111883000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214375,Standort,Opernplatz / Fressgass,6031100015,normal,Frankfurt am Main,Deutschland,8.672365000000000,50.115112000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214376,Standort,Opernplatz / Bockenheimer Landstaße,6032300009,normal,Frankfurt am Main,Deutschland,8.670541000000000,50.115572000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214380,Standort,Roßmarkt / An der Hauptwache,6031100016,normal,Frankfurt am Main,Deutschland,8.678538000000000,50.112804000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214382,Standort,Börse,6031300007,normal,Frankfurt am Main,Deutschland,8.677016000000000,50.114899000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214385,Standort,Eschersheimer Landstraße / Adickes-Allee (Polizeip,6032200004,normal,Frankfurt am Main,Deutschland,8.672572000000000,50.131404000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214387,Standort,Nibelungenplatz / Nibelungen Allee,6031800009,normal,Frankfurt am Main,Deutschland,8.692561000000000,50.128929000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214388,Standort,Grüneburgweg / Siesmayerstraße (Palmengarten),6032300008,normal,Frankfurt am Main,Deutschland,8.658509000000000,50.123245000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214393,Standort,Beethovenstraße / Beethovenplatz,6032500004,normal,Frankfurt am Main,Deutschland,8.656476000000000,50.118209000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214394,Standort,Bettinaplatz / Bettinastraße,6032500006,normal,Frankfurt am Main,Deutschland,8.656395000000000,50.113860000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214397,Standort,Eschenheimer Anlage / Oeder Weg (Verkehrsinsel),6031800001,normal,Frankfurt am Main,Deutschland,8.679772000000000,50.118159000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214399,Standort,Bremer Platz / Fürstenbergstraße,6032200005,normal,Frankfurt am Main,Deutschland,8.669728000000000,50.124064000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214401,Standort,Marbachweg / Eschersheimer Landstraße,6032000002,normal,Frankfurt am Main,Deutschland,8.670505000000000,50.139417000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214402,Standort,Eschersheimer Landstraße / Hügelstraße,6043300005,normal,Frankfurt am Main,Deutschland,8.666972000000000,50.147887000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214414,Standort,Südbahnhof / Eingang Diesterwegplatz,6059400013,normal,Frankfurt am Main,Deutschland,8.685851000000000,50.100373000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214417,Standort,Ziegelhüttenplatz / Ziegelhüttenweg,6059800003,normal,Frankfurt am Main,Deutschland,8.682107000000000,50.095185000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214419,Standort,Hauptbahnhof Haupteingang (Vorplatz),6032900009,normal,Frankfurt am Main,Deutschland,8.664638000000000,50.107198000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214441,Standort,Bahnhof Niederrad,6052800013,normal,Frankfurt am Main,Deutschland,8.636737000000000,50.080837000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214443,Standort,Praunheimer Landstraße / Jean-Albert-Schwarz-Straß,6048800007,normal,Frankfurt am Main,Deutschland,8.624141000000000,50.148203000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214444,Standort,Voltastraße / An der Dammheide,6048600013,normal,Frankfurt am Main,Deutschland,8.630360000000000,50.117489000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214445,Standort,Theodor-Heuss-Allee / Varrentrappstraße,6048600016,normal,Frankfurt am Main,Deutschland,8.645977000000000,50.114201000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214446,Standort,Westbahnhof,6048600014,normal,Frankfurt am Main,Deutschland,8.640114000000000,50.119360000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214447,Standort,Fritzlarerstraße / Kirchplatz,6048700010,normal,Frankfurt am Main,Deutschland,8.637423825000000,50.125053018100000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214448,Standort,Carlo-Schmidt-Platz  / Depot,6032500007,normal,Frankfurt am Main,Deutschland,8.651376000000000,50.120339000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214451,Standort,Messe Haupteingang / Friedrich-Ebert-Anlage,6032700015,normal,Frankfurt am Main,Deutschland,8.654201000000000,50.112022000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214452,Standort,Frankenallee / Schwalbacherstraße,6032600013,normal,Frankfurt am Main,Deutschland,8.635613000000000,50.104173000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214453,Standort,DB Zentrale / Stephensonstraße,6032600014,normal,Frankfurt am Main,Deutschland,8.640189000000000,50.106840000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214454,Standort,Pfarrer-Perabo-Platz / Kleyerstraße,6032600015,normal,Frankfurt am Main,Deutschland,8.634016000000000,50.098848000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214455,Standort,Adlerwerke Kleyerstrasse / Kriegkstrasse,6032600016,normal,Frankfurt am Main,Deutschland,8.639674000000000,50.101275000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214456,Standort,S-Bahn Station Galluswarte / Mainzer Landstraße,6032600017,normal,Frankfurt am Main,Deutschland,8.644738000000000,50.103482000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214458,Standort,Adam-Riese-Platz / Hafenstraße,6032700010,normal,Frankfurt am Main,Deutschland,8.655950000000000,50.106388000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214459,Standort,Mainzer Landstraße 191/ Speyerer Straße,6032700009,normal,Frankfurt am Main,Deutschland,8.650403000000000,50.105284000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
214460,Standort,Westhafenplatz / Speicherstraße,6032700012,normal,Frankfurt am Main,Deutschland,8.663665000000000,50.101704000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
218173,Standort,Rothenburgsort/Marktplatz/Lindleystraße,2682,normal,Hamburg,Deutschland,10.038938000000000,53.534288000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
218174,Standort,Amsinckstraße/ Nordkanalbrücke,2642,normal,Hamburg,Deutschland,10.012361000000000,53.547868000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
218635,Standort,Auf dem Sande/Kehrwieder-MiniaturWunderland,2672,normal,Hamburg,Deutschland,9.989710000000000,53.543731000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
218636,Standort,Schopenstehl/Alter Fischmarkt,2635,normal,Hamburg,Deutschland,9.997126000000000,53.548703000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
223134,Standort,Skyline Plaza,6032700006,normal,Frankfurt am Main,Deutschland,8.652612000000000,50.110371000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
224650,Standort,Leinpfad/Fernsicht,2316,normal,Hamburg,Deutschland,9.999404000000000,53.580391000000000,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
226226,Standort,Bahnhof-Haupt- Domseite,40029488,normal,Köln,Deutschland,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
226253,Standort,Woolworth Leipziger Strasse,6048700011,normal,Frankfurt am Main,Deutschland,8.643072000000000,50.123496000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
226254,Standort,Bahnhof Rödelheim,6048900004,normal,Frankfurt am Main,Deutschland,8.607272000000000,50.123911000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
226255,Standort,U-Bahn Station Leipziger Strasse,6048700012,normal,Frankfurt am Main,Deutschland,8.645651000000000,50.122649000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
226256,Standort,Leonardo-da-Vinci-Allee / Am Römerhof,6048600015,normal,Frankfurt am Main,Deutschland,8.627623000000000,50.113272000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
226257,Standort,Studentenwohnheim Ginnheimer Landstr. 42,6048700013,normal,Frankfurt am Main,Deutschland,8.645856000000000,50.130133000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
